Hour,Shift_ID,Scheduled_Parts,Traffic_Index,Current_Buffer_Pct,Quality_Fail_Flag,Machine_Fault_Flag,Actual_Arrival_Lag_Mins,Baseline_Downtime_Cost
58408,3,50,3.93,100,0,0,2,0.0
58409,3,50,3.69,100,0,0,7,0.0
58410,3,50,3.33,100,0,0,5,0.0
58411,3,50,3.28,100,0,0,0,0.0
58412,3,50,2.92,12,1,0,0,0.0
58413,3,50,2.79,9,1,0,6,0.0
58414,3,50,2.65,5,1,0,1,0.0
58415,3,50,2.89,97,0,0,1,0.0
58416,1,50,2.92,99,0,0,6,0.0
58417,1,50,2.79,100,0,0,1,0.0
58418,1,50,2.71,100,0,0,5,0.0
58419,1,50,2.38,98,0,0,4,0.0
58420,1,50,2.52,100,0,0,26,3120.0
58421,1,50,2.8,7,1,0,5,0.0
58422,1,50,2.36,99,0,0,3,0.0
58423,1,50,2.43,99,0,0,0,0.0
58424,2,50,3.34,96,0,0,1,0.0
58425,2,50,4.59,99,0,0,4,0.0
58426,2,50,4.92,100,0,0,6,0.0
58427,2,50,5.0,98,0,0,2,0.0
58428,2,50,5.0,97,0,0,2,0.0
58429,2,50,5.0,100,0,0,4,0.0
58430,2,50,5.0,97,0,0,3,0.0
58431,2,50,5.0,95,0,0,7,0.0
58432,3,50,4.27,98,0,0,3,0.0
58433,3,50,3.94,100,0,0,4,0.0
58434,3,50,3.08,100,0,0,0,0.0
58435,3,50,2.48,100,0,0,8,0.0
58436,3,50,2.78,97,0,0,4,0.0
58437,3,50,2.75,98,0,0,63,7560.0
58438,3,50,2.33,95,0,0,23,2760.0
58439,3,50,2.16,99,0,1,108,5000.0
58440,1,50,2.55,96,0,0,3,0.0
58441,1,50,2.26,94,0,0,53,6360.0
58442,1,50,2.44,98,0,0,1,0.0
58443,1,50,2.19,100,0,0,73,8760.0
58444,1,50,2.13,98,0,0,42,5040.0
58445,1,50,2.45,100,0,0,0,0.0
58446,1,50,2.04,100,0,0,4,0.0
58447,1,50,1.96,100,0,0,6,0.0
58448,2,50,2.85,100,0,0,0,0.0
58449,2,50,3.87,100,0,0,7,0.0
58450,2,50,4.24,100,0,0,6,0.0
58451,2,50,5.0,100,0,0,7,0.0
58452,2,50,5.0,100,0,1,86,5000.0
58453,2,50,5.0,99,0,1,101,5000.0
58454,2,50,5.0,100,0,1,100,5000.0
58455,2,50,5.0,100,0,1,46,5000.0
58456,3,50,4.01,97,0,1,53,5000.0
58457,3,50,3.54,94,0,0,6,0.0
58458,3,50,3.0,91,0,0,7,0.0
58459,3,50,2.48,90,0,0,8,0.0
58460,3,50,2.26,94,0,0,4,0.0
58461,3,50,2.23,96,0,0,1,0.0
58462,3,50,2.08,93,0,0,7,0.0
58463,3,50,2.23,91,0,0,3,0.0
58464,1,50,2.57,95,0,0,36,4320.0
58465,1,50,2.15,94,0,0,8,0.0
58466,1,50,2.34,97,0,0,7,0.0
58467,1,50,1.94,95,0,0,2,0.0
58468,1,50,1.66,94,0,0,7,0.0
58469,1,50,1.56,91,0,0,0,0.0
58470,1,50,1.75,91,0,0,38,4560.0
58471,1,50,1.56,10,1,0,5,0.0
58472,2,50,2.71,93,0,0,2,0.0
58473,2,50,3.11,97,0,0,53,6360.0
58474,2,50,3.98,8,1,0,2,0.0
58475,2,50,5.0,100,0,0,0,0.0
58476,2,50,5.0,100,0,0,5,0.0
58477,2,50,5.0,100,0,0,47,5640.0
58478,2,50,5.0,98,0,0,1,0.0
58479,2,50,5.0,100,0,0,8,0.0
58480,3,50,4.41,100,0,0,0,0.0
58481,3,50,3.64,100,0,0,7,0.0
58482,3,50,3.46,100,0,0,6,0.0
58483,3,50,2.88,100,0,0,5,0.0
58484,3,50,2.59,100,0,0,7,0.0
58485,3,50,2.19,100,0,0,6,0.0
58486,3,50,2.2,98,0,0,7,0.0
58487,3,50,2.13,99,0,0,3,0.0
58488,1,50,1.79,98,0,0,71,8520.0
58489,1,50,1.9,100,0,0,74,8880.0
58490,1,50,1.69,100,0,0,70,8400.0
58491,1,50,2.11,98,0,0,72,8640.0
58492,1,50,2.15,100,0,0,60,7200.0
58493,1,50,2.32,99,0,0,7,0.0
58494,1,50,2.54,97,0,0,2,0.0
58495,1,50,2.12,98,0,0,5,0.0
58496,2,50,2.85,100,0,0,65,7800.0
58497,2,50,3.24,100,0,0,1,0.0
58498,2,50,3.65,97,0,0,8,0.0
58499,2,50,4.03,95,0,0,5,0.0
58500,2,50,4.87,99,0,0,7,0.0
58501,2,50,5.0,100,0,0,4,0.0
58502,2,50,5.0,11,1,0,5,0.0
58503,2,50,5.0,100,0,0,7,0.0
58504,3,50,3.98,100,0,0,5,0.0
58505,3,50,3.31,98,0,0,7,0.0
58506,3,50,3.1,96,0,0,25,3000.0
58507,3,50,2.99,95,0,0,8,0.0
58508,3,50,2.65,94,0,0,3,0.0
58509,3,50,2.75,98,0,0,2,0.0
58510,3,50,2.53,100,0,0,2,0.0
58511,3,50,2.47,100,0,0,3,0.0
58512,1,50,2.14,100,0,0,1,0.0
58513,1,50,1.97,9,1,0,4,0.0
58514,1,50,2.22,5,1,0,1,0.0
58515,1,50,2.59,100,0,0,0,0.0
58516,1,50,2.64,98,0,0,3,0.0
58517,1,50,2.19,95,0,0,1,0.0
58518,1,50,1.94,99,0,0,3,0.0
58519,1,50,1.99,98,0,0,4,0.0
58520,2,50,3.14,97,0,0,2,0.0
58521,2,50,3.67,100,0,0,8,0.0
58522,2,50,4.81,100,0,0,74,8880.0
58523,2,50,5.0,97,0,0,67,8040.0
58524,2,50,5.0,97,0,0,52,6240.0
58525,2,50,5.0,100,0,0,54,6480.0
58526,2,50,5.0,100,0,0,41,4920.0
58527,2,50,5.0,100,0,0,31,3720.0
58528,3,50,4.34,100,0,0,21,2520.0
58529,3,50,3.97,100,0,0,27,3240.0
58530,3,50,3.73,13,1,0,6,0.0
58531,3,50,2.94,99,0,0,2,0.0
58532,3,50,2.82,100,0,0,29,3480.0
58533,3,50,3.02,100,0,0,35,4200.0
58534,3,50,2.85,100,0,0,54,6480.0
58535,3,50,2.43,100,0,0,8,0.0
58536,1,50,2.66,100,0,1,81,5000.0
58537,1,50,2.36,97,0,0,4,0.0
58538,1,50,1.98,95,0,0,1,0.0
58539,1,50,2.01,92,0,0,45,5400.0
58540,1,50,1.78,96,0,0,6,0.0
58541,1,50,1.63,6,1,0,7,0.0
58542,1,50,1.79,9,1,0,1,0.0
58543,1,50,2.01,87,0,0,4,0.0
58544,2,50,3.34,13,1,0,6,0.0
58545,2,50,4.44,6,1,0,3,0.0
58546,2,50,5.0,12,1,0,6,0.0
58547,2,50,5.0,7,1,0,8,0.0
58548,2,50,5.0,7,1,0,0,0.0
58549,2,50,5.0,92,0,0,7,0.0
58550,2,50,5.0,94,0,0,8,0.0
58551,2,50,5.0,94,0,0,6,0.0
58552,3,50,4.0,93,0,0,8,0.0
58553,3,50,3.38,91,0,1,112,5000.0
58554,3,50,3.0,95,0,1,118,5000.0
58555,3,50,2.41,95,0,1,89,5000.0
58556,3,50,2.65,99,0,1,45,5000.0
58557,3,50,2.54,100,0,1,74,5000.0
58558,3,50,2.64,100,0,1,74,5000.0
58559,3,50,2.28,100,0,0,6,0.0
58560,1,50,2.31,100,0,0,0,0.0
58561,1,50,2.61,100,0,0,7,0.0
58562,1,50,2.29,100,0,0,6,0.0
58563,1,50,2.16,100,0,0,1,0.0
58564,1,50,2.1,100,0,0,4,0.0
58565,1,50,2.06,100,0,0,2,0.0
58566,1,50,2.19,99,0,0,4,0.0
58567,1,50,2.13,100,0,0,5,0.0
58568,2,50,3.22,97,0,0,2,0.0
58569,2,50,4.08,96,0,0,3,0.0
58570,2,50,4.58,95,0,0,8,0.0
58571,2,50,5.0,9,1,0,7,0.0
58572,2,50,5.0,91,0,0,7,0.0
58573,2,50,5.0,95,0,0,5,0.0
58574,2,50,5.0,98,0,0,1,0.0
58575,2,50,5.0,97,0,0,8,0.0
58576,3,50,4.5,94,0,0,6,0.0
58577,3,50,3.72,91,0,0,7,0.0
58578,3,50,3.0,89,0,0,7,0.0
58579,3,50,2.97,93,0,0,2,0.0
58580,3,50,2.58,95,0,0,48,5760.0
58581,3,50,2.63,92,0,0,64,7680.0
58582,3,50,2.83,91,0,0,63,7560.0
58583,3,50,2.72,90,0,0,2,0.0
58584,1,50,2.85,91,0,0,3,0.0
58585,1,50,2.46,92,0,0,1,0.0
58586,1,50,2.71,91,0,0,1,0.0
58587,1,50,2.37,90,0,0,2,0.0
58588,1,50,2.13,88,0,0,2,0.0
58589,1,50,2.45,91,0,0,1,0.0
58590,1,50,2.43,91,0,0,8,0.0
58591,1,50,2.6,92,0,0,3,0.0
58592,2,50,3.81,89,0,0,4,0.0
58593,2,50,4.83,91,0,0,4,0.0
58594,2,50,5.0,94,0,0,8,0.0
58595,2,50,5.0,93,0,0,2,0.0
58596,2,50,5.0,96,0,0,0,0.0
58597,2,50,5.0,96,0,0,5,0.0
58598,2,50,5.0,96,0,0,5,0.0
58599,2,50,5.0,97,0,0,4,0.0
58600,3,50,4.38,100,0,0,0,0.0
58601,3,50,3.61,100,0,0,1,0.0
58602,3,50,3.45,98,0,0,7,0.0
58603,3,50,3.44,97,0,0,1,0.0
58604,3,50,2.96,96,0,0,2,0.0
58605,3,50,2.51,99,0,1,56,5000.0
58606,3,50,2.2,100,0,1,117,5000.0
58607,3,50,2.14,100,0,1,85,5000.0
58608,1,50,1.84,98,0,1,88,5000.0
58609,1,50,1.95,100,0,1,98,5000.0
58610,1,50,2.22,100,0,1,75,5000.0
58611,1,50,2.25,100,0,0,0,0.0
58612,1,50,2.6,100,0,0,7,0.0
58613,1,50,2.47,100,0,0,4,0.0
58614,1,50,2.04,100,0,0,7,0.0
58615,1,50,2.08,97,0,0,8,0.0
58616,2,50,3.43,94,0,0,2,0.0
58617,2,50,3.89,93,0,0,5,0.0
58618,2,50,4.46,97,0,0,38,4560.0
58619,2,50,5.0,98,0,0,4,0.0
58620,2,50,5.0,100,0,0,67,8040.0
58621,2,50,5.0,5,1,0,5,0.0
58622,2,50,5.0,100,0,0,3,0.0
58623,2,50,5.0,99,0,0,1,0.0
58624,3,50,4.21,96,0,0,52,6240.0
58625,3,50,3.31,100,0,0,34,4080.0
58626,3,50,2.91,100,0,0,1,0.0
58627,3,50,2.59,99,0,0,3,0.0
58628,3,50,2.72,100,0,0,2,0.0
58629,3,50,2.67,99,0,0,0,0.0
58630,3,50,2.75,96,0,0,2,0.0
58631,3,50,2.51,94,0,0,8,0.0
58632,1,50,2.57,97,0,0,4,0.0
58633,1,50,2.15,99,0,0,3,0.0
58634,1,50,1.83,100,0,0,3,0.0
58635,1,50,1.8,99,0,0,3,0.0
58636,1,50,2.14,97,0,0,0,0.0
58637,1,50,2.2,99,0,0,8,0.0
58638,1,50,2.15,97,0,0,65,7800.0
58639,1,50,2.47,100,0,1,47,5000.0
58640,2,50,3.37,100,0,1,94,5000.0
58641,2,50,4.36,100,0,1,105,5000.0
58642,2,50,5.0,100,0,0,0,0.0
58643,2,50,5.0,99,0,0,7,0.0
58644,2,50,5.0,96,0,1,72,5000.0
58645,2,50,5.0,94,0,1,67,5000.0
58646,2,50,5.0,92,0,1,104,5000.0
58647,2,50,5.0,91,0,0,7,0.0
58648,3,50,4.51,95,0,0,3,0.0
58649,3,50,3.78,92,0,0,1,0.0
58650,3,50,3.32,94,0,0,3,0.0
58651,3,50,2.95,94,0,0,7,0.0
58652,3,50,3.11,96,0,0,0,0.0
58653,3,50,3.15,96,0,0,6,0.0
58654,3,50,2.54,97,0,0,0,0.0
58655,3,50,2.66,96,0,0,54,6480.0
58656,1,50,2.61,94,0,0,6,0.0
58657,1,50,2.15,91,0,0,45,5400.0
58658,1,50,2.14,89,0,0,64,7680.0
58659,1,50,1.91,89,0,0,47,5640.0
58660,1,50,2.29,86,0,0,38,4560.0
58661,1,50,1.91,13,1,0,7,0.0
58662,1,50,2.29,86,0,0,6,0.0
58663,1,50,2.61,90,0,0,3,0.0
58664,2,50,3.06,92,0,0,7,0.0
58665,2,50,4.17,91,0,0,4,0.0
58666,2,50,5.0,94,0,0,6,0.0
58667,2,50,5.0,93,0,0,7,0.0
58668,2,50,5.0,94,0,0,8,0.0
58669,2,50,5.0,96,0,0,2,0.0
58670,2,50,5.0,95,0,0,5,0.0
58671,2,50,5.0,93,0,0,24,2880.0
58672,3,50,4.08,95,0,0,36,4320.0
58673,3,50,3.79,10,1,0,6,0.0
58674,3,50,3.03,95,0,0,5,0.0
58675,3,50,3.12,93,0,1,86,5000.0
58676,3,50,3.04,94,0,1,115,5000.0
58677,3,50,2.76,91,0,1,45,5000.0
58678,3,50,2.49,92,0,0,1,0.0
58679,3,50,2.15,89,0,0,59,7080.0
58680,1,50,1.88,88,0,0,33,3960.0
58681,1,50,1.93,87,0,0,47,5640.0
58682,1,50,2.28,89,0,0,7,0.0
58683,1,50,2.3,93,0,0,6,0.0
58684,1,50,2.25,93,0,0,5,0.0
58685,1,50,2.11,95,0,0,7,0.0
58686,1,50,1.9,95,0,0,31,3720.0
58687,1,50,2.37,10,1,0,6,0.0
58688,2,50,2.77,9,1,0,0,0.0
58689,2,50,3.46,94,0,0,2,0.0
58690,2,50,4.62,95,0,0,58,6960.0
58691,2,50,5.0,93,0,0,56,6720.0
58692,2,50,5.0,93,0,0,74,8880.0
58693,2,50,5.0,94,0,0,49,5880.0
58694,2,50,5.0,94,0,0,4,0.0
58695,2,50,5.0,94,0,0,4,0.0
58696,3,50,4.44,93,0,0,59,7080.0
58697,3,50,3.52,97,0,0,5,0.0
58698,3,50,3.11,100,0,0,6,0.0
58699,3,50,3.11,100,0,0,6,0.0
58700,3,50,3.21,100,0,0,73,8760.0
58701,3,50,2.84,100,0,0,64,7680.0
58702,3,50,2.39,100,0,0,60,7200.0
58703,3,50,2.4,99,0,0,31,3720.0
58704,1,50,2.69,96,0,0,39,4680.0
58705,1,50,2.68,96,0,0,7,0.0
58706,1,50,2.63,93,0,0,3,0.0
58707,1,50,2.37,91,0,0,4,0.0
58708,1,50,2.41,90,0,0,4,0.0
58709,1,50,2.65,87,0,0,5,0.0
58710,1,50,2.44,88,0,0,7,0.0
58711,1,50,2.19,89,0,0,5,0.0
58712,2,50,3.07,91,0,0,2,0.0
58713,2,50,3.82,90,0,0,5,0.0
58714,2,50,4.66,93,0,0,2,0.0
58715,2,50,5.0,91,0,1,56,5000.0
58716,2,50,5.0,91,0,1,55,5000.0
58717,2,50,5.0,88,0,1,94,5000.0
58718,2,50,5.0,92,0,0,2,0.0
58719,2,50,5.0,93,0,0,8,0.0
58720,3,50,4.33,90,0,0,4,0.0
58721,3,50,3.61,91,0,0,1,0.0
58722,3,50,3.01,92,0,0,4,0.0
58723,3,50,2.92,96,0,0,8,0.0
58724,3,50,2.57,93,0,0,67,8040.0
58725,3,50,2.8,95,0,0,7,0.0
58726,3,50,2.34,94,0,0,3,0.0
58727,3,50,1.96,93,0,0,1,0.0
58728,1,50,1.84,96,0,0,8,0.0
58729,1,50,2.04,99,0,0,0,0.0
58730,1,50,2.36,96,0,0,59,7080.0
58731,1,50,2.08,96,0,0,48,5760.0
58732,1,50,2.19,94,0,0,35,4200.0
58733,1,50,1.94,96,0,0,26,3120.0
58734,1,50,2.08,95,0,0,69,8280.0
58735,1,50,1.77,98,0,0,3,0.0
58736,2,50,2.74,99,0,0,6,0.0
58737,2,50,3.65,100,0,0,8,0.0
58738,2,50,4.05,7,1,0,5,0.0
58739,2,50,5.0,97,0,0,1,0.0
58740,2,50,5.0,97,0,0,6,0.0
58741,2,50,5.0,94,0,0,49,5880.0
58742,2,50,5.0,98,0,0,7,0.0
58743,2,50,5.0,99,0,0,7,0.0
58744,3,50,4.19,100,0,0,6,0.0
58745,3,50,3.93,100,0,0,8,0.0
58746,3,50,3.76,100,0,0,2,0.0
58747,3,50,3.47,100,0,0,8,0.0
58748,3,50,3.42,100,0,0,0,0.0
58749,3,50,3.38,99,0,0,5,0.0
58750,3,50,2.87,96,0,0,2,0.0
58751,3,50,3.05,93,0,0,6,0.0
58752,1,50,2.64,92,0,0,5,0.0
58753,1,50,2.16,95,0,0,53,6360.0
58754,1,50,2.53,96,0,0,40,4800.0
58755,1,50,2.24,94,0,1,90,5000.0
58756,1,50,2.31,95,0,1,102,5000.0
58757,1,50,2.64,94,0,0,8,0.0
58758,1,50,2.19,93,0,0,27,3240.0
58759,1,50,2.03,90,0,0,5,0.0
58760,2,50,3.05,90,0,0,0,0.0
58761,2,50,4.21,91,0,0,1,0.0
58762,2,50,5.0,88,0,0,3,0.0
58763,2,50,5.0,86,0,0,2,0.0
58764,2,50,5.0,85,0,0,6,0.0
58765,2,50,5.0,89,0,0,8,0.0
58766,2,50,5.0,86,0,0,1,0.0
58767,2,50,5.0,88,0,0,8,0.0
58768,3,50,4.03,90,0,0,36,4320.0
58769,3,50,3.35,91,0,0,5,0.0
58770,3,50,2.89,91,0,0,8,0.0
58771,3,50,2.99,90,0,0,3,0.0
58772,3,50,3.07,90,0,0,3,0.0
58773,3,50,2.46,92,0,0,5,0.0
58774,3,50,2.27,93,0,0,3,0.0
58775,3,50,2.18,95,0,0,8,0.0
58776,1,50,2.56,94,0,0,49,5880.0
58777,1,50,2.8,94,0,0,37,4440.0
58778,1,50,2.73,96,0,0,73,8760.0
58779,1,50,2.25,9,1,0,0,0.0
58780,1,50,2.02,97,0,0,1,0.0
58781,1,50,2.04,99,0,0,5,0.0
58782,1,50,2.45,97,0,0,6,0.0
58783,1,50,2.08,100,0,0,6,0.0
58784,2,50,3.29,99,0,0,5,0.0
58785,2,50,3.85,100,0,0,6,0.0
58786,2,50,4.72,100,0,0,7,0.0
58787,2,50,5.0,99,0,0,5,0.0
58788,2,50,5.0,98,0,0,6,0.0
58789,2,50,5.0,97,0,0,6,0.0
58790,2,50,5.0,99,0,0,2,0.0
58791,2,50,5.0,97,0,0,4,0.0
58792,3,50,4.07,95,0,0,5,0.0
58793,3,50,3.76,9,1,0,6,0.0
58794,3,50,2.96,8,1,0,6,0.0
58795,3,50,2.76,94,0,0,1,0.0
58796,3,50,2.92,95,0,0,5,0.0
58797,3,50,3.01,96,0,0,6,0.0
58798,3,50,3.01,95,0,0,8,0.0
58799,3,50,2.42,96,0,1,112,5000.0
58800,1,50,2.66,93,0,1,111,5000.0
58801,1,50,2.85,95,0,1,88,5000.0
58802,1,50,2.79,93,0,1,58,5000.0
58803,1,50,2.48,93,0,1,49,5000.0
58804,1,50,2.4,92,0,1,86,5000.0
58805,1,50,2.55,96,0,1,54,5000.0
58806,1,50,2.7,94,0,0,4,0.0
58807,1,50,2.45,92,0,0,4,0.0
58808,2,50,3.16,92,0,0,8,0.0
58809,2,50,4.29,92,0,0,6,0.0
58810,2,50,5.0,94,0,0,4,0.0
58811,2,50,5.0,91,0,0,41,4920.0
58812,2,50,5.0,88,0,0,6,0.0
58813,2,50,5.0,85,0,0,6,0.0
58814,2,50,5.0,87,0,0,4,0.0
58815,2,50,5.0,87,0,0,3,0.0
58816,3,50,4.23,88,0,0,5,0.0
58817,3,50,3.42,90,0,0,2,0.0
58818,3,50,3.27,89,0,1,118,5000.0
58819,3,50,3.17,87,0,0,0,0.0
58820,3,50,3.05,84,0,0,8,0.0
58821,3,50,3.11,85,0,0,8,0.0
58822,3,50,2.59,86,0,0,6,0.0
58823,3,50,2.3,88,0,0,7,0.0
58824,1,50,2.1,88,0,0,6,0.0
58825,1,50,2.36,90,0,0,3,0.0
58826,1,50,2.34,88,0,0,8,0.0
58827,1,50,2.13,91,0,0,1,0.0
58828,1,50,1.89,92,0,0,4,0.0
58829,1,50,2.29,96,0,0,0,0.0
58830,1,50,2.43,95,0,0,7,0.0
58831,1,50,2.39,97,0,0,70,8400.0
58832,2,50,3.78,100,0,0,1,0.0
58833,2,50,5.0,97,0,0,1,0.0
58834,2,50,5.0,94,0,0,3,0.0
58835,2,50,5.0,94,0,0,6,0.0
58836,2,50,5.0,96,0,0,8,0.0
58837,2,50,5.0,97,0,0,3,0.0
58838,2,50,5.0,96,0,0,7,0.0
58839,2,50,5.0,12,1,0,8,0.0
58840,3,50,4.28,5,1,0,3,0.0
58841,3,50,4.0,100,0,0,5,0.0
58842,3,50,3.78,12,1,0,4,0.0
58843,3,50,3.34,100,0,0,6,0.0
58844,3,50,3.1,100,0,0,1,0.0
58845,3,50,3.11,100,0,0,72,8640.0
58846,3,50,3.03,97,0,1,60,5000.0
58847,3,50,3.08,97,0,0,0,0.0
58848,1,50,3.13,94,0,0,2,0.0
58849,1,50,3.12,92,0,0,5,0.0
58850,1,50,2.49,89,0,0,3,0.0
58851,1,50,2.27,89,0,0,24,2880.0
58852,1,50,2.19,91,0,0,2,0.0
58853,1,50,2.34,91,0,0,0,0.0
58854,1,50,2.17,91,0,0,8,0.0
58855,1,50,2.06,92,0,0,7,0.0
58856,2,50,2.86,94,0,0,8,0.0
58857,2,50,4.23,91,0,0,7,0.0
58858,2,50,5.0,90,0,0,6,0.0
58859,2,50,5.0,88,0,0,6,0.0
58860,2,50,5.0,92,0,0,8,0.0
58861,2,50,5.0,91,0,0,2,0.0
58862,2,50,5.0,90,0,0,8,0.0
58863,2,50,5.0,91,0,0,1,0.0
58864,3,50,4.2,90,0,0,3,0.0
58865,3,50,3.72,94,0,0,0,0.0
58866,3,50,3.5,92,0,0,0,0.0
58867,3,50,2.79,96,0,0,8,0.0
58868,3,50,2.54,5,1,0,1,0.0
58869,3,50,2.56,95,0,0,2,0.0
58870,3,50,2.76,99,0,0,0,0.0
58871,3,50,2.78,98,0,0,0,0.0
58872,1,50,2.51,95,0,0,0,0.0
58873,1,50,2.74,92,0,1,98,5000.0
58874,1,50,2.72,95,0,1,104,5000.0
58875,1,50,2.82,99,0,1,102,5000.0
58876,1,50,2.57,100,0,1,77,5000.0
58877,1,50,2.1,100,0,0,7,0.0
58878,1,50,1.89,100,0,0,8,0.0
58879,1,50,2.32,100,0,1,113,5000.0
58880,2,50,2.73,100,0,0,3,0.0
58881,2,50,3.72,100,0,0,3,0.0
58882,2,50,4.5,100,0,0,2,0.0
58883,2,50,5.0,99,0,0,1,0.0
58884,2,50,5.0,97,0,0,0,0.0
58885,2,50,5.0,97,0,0,0,0.0
58886,2,50,5.0,97,0,0,2,0.0
58887,2,50,5.0,9,1,0,5,0.0
58888,3,50,3.84,7,1,0,6,0.0
58889,3,50,3.05,96,0,0,6,0.0
58890,3,50,2.96,8,1,0,3,0.0
58891,3,50,2.46,10,1,0,6,0.0
58892,3,50,2.22,94,0,0,1,0.0
58893,3,50,2.34,6,1,0,5,0.0
58894,3,50,2.02,94,0,0,0,0.0
58895,3,50,2.4,93,0,0,0,0.0
58896,1,50,2.34,7,1,0,4,0.0
58897,1,50,2.66,99,0,0,6,0.0
58898,1,50,2.31,96,0,0,6,0.0
58899,1,50,1.94,7,1,0,6,0.0
58900,1,50,2.1,95,0,0,5,0.0
58901,1,50,2.02,94,0,0,2,0.0
58902,1,50,2.14,98,0,0,0,0.0
58903,1,50,2.15,100,0,0,59,7080.0
58904,2,50,3.01,100,0,0,33,3960.0
58905,2,50,4.26,97,0,0,5,0.0
58906,2,50,4.8,100,0,0,4,0.0
58907,2,50,5.0,100,0,0,4,0.0
58908,2,50,5.0,9,1,0,1,0.0
58909,2,50,5.0,10,1,0,0,0.0
58910,2,50,5.0,99,0,0,3,0.0
58911,2,50,5.0,100,0,0,7,0.0
58912,3,50,4.16,97,0,0,66,7920.0
58913,3,50,3.94,96,0,0,3,0.0
58914,3,50,3.63,98,0,0,0,0.0
58915,3,50,2.95,100,0,0,6,0.0
58916,3,50,2.75,100,0,0,22,2640.0
58917,3,50,2.81,100,0,0,60,7200.0
58918,3,50,2.66,97,0,0,1,0.0
58919,3,50,2.43,98,0,0,6,0.0
58920,1,50,2.28,95,0,0,4,0.0
58921,1,50,2.17,98,0,0,1,0.0
58922,1,50,1.84,100,0,0,4,0.0
58923,1,50,2.13,97,0,0,61,7320.0
58924,1,50,2.25,97,0,0,48,5760.0
58925,1,50,2.08,97,0,0,59,7080.0
58926,1,50,2.23,97,0,0,71,8520.0
58927,1,50,2.09,95,0,0,5,0.0
58928,2,50,2.72,97,0,1,116,5000.0
58929,2,50,3.87,100,0,0,2,0.0
58930,2,50,5.0,100,0,0,66,7920.0
58931,2,50,5.0,100,0,0,30,3600.0
58932,2,50,5.0,100,0,0,73,8760.0
58933,2,50,5.0,100,0,0,8,0.0
58934,2,50,5.0,100,0,0,3,0.0
58935,2,50,5.0,100,0,0,0,0.0
58936,3,50,3.99,100,0,0,7,0.0
58937,3,50,3.68,98,0,0,2,0.0
58938,3,50,3.14,95,0,0,0,0.0
58939,3,50,3.0,93,0,0,5,0.0
58940,3,50,2.82,91,0,0,6,0.0
58941,3,50,2.88,93,0,0,6,0.0
58942,3,50,2.94,97,0,0,6,0.0
58943,3,50,2.41,98,0,0,3,0.0
58944,1,50,2.21,99,0,0,3,0.0
58945,1,50,2.5,98,0,0,5,0.0
58946,1,50,2.35,95,0,0,4,0.0
58947,1,50,2.33,95,0,0,1,0.0
58948,1,50,2.07,97,0,1,58,5000.0
58949,1,50,2.16,97,0,1,106,5000.0
58950,1,50,2.01,100,0,1,88,5000.0
58951,1,50,2.33,99,0,0,6,0.0
58952,2,50,2.91,99,0,0,2,0.0
58953,2,50,3.65,98,0,0,7,0.0
58954,2,50,4.1,95,0,0,3,0.0
58955,2,50,5.0,95,0,0,5,0.0
58956,2,50,5.0,99,0,0,7,0.0
58957,2,50,5.0,100,0,0,5,0.0
58958,2,50,5.0,98,0,0,8,0.0
58959,2,50,5.0,97,0,0,7,0.0
58960,3,50,4.36,100,0,0,6,0.0
58961,3,50,4.08,100,0,0,4,0.0
58962,3,50,3.2,97,0,1,47,5000.0
58963,3,50,3.13,95,0,0,6,0.0
58964,3,50,2.77,98,0,0,3,0.0
58965,3,50,2.35,97,0,0,1,0.0
58966,3,50,2.09,98,0,0,7,0.0
58967,3,50,2.46,99,0,0,5,0.0
58968,1,50,2.63,100,0,0,0,0.0
58969,1,50,2.37,100,0,0,3,0.0
58970,1,50,2.67,98,0,0,4,0.0
58971,1,50,2.24,100,0,0,2,0.0
58972,1,50,2.11,100,0,0,0,0.0
58973,1,50,2.27,100,0,0,2,0.0
58974,1,50,2.64,100,0,0,71,8520.0
58975,1,50,2.5,100,0,0,8,0.0
58976,2,50,3.72,97,0,0,1,0.0
58977,2,50,5.0,96,0,0,8,0.0
58978,2,50,5.0,99,0,0,8,0.0
58979,2,50,5.0,96,0,0,6,0.0
58980,2,50,5.0,94,0,0,7,0.0
58981,2,50,5.0,91,0,0,1,0.0
58982,2,50,5.0,90,0,0,5,0.0
58983,2,50,5.0,93,0,0,2,0.0
58984,3,50,4.12,93,0,0,7,0.0
58985,3,50,3.57,91,0,0,3,0.0
58986,3,50,3.32,94,0,0,0,0.0
58987,3,50,3.21,8,1,0,7,0.0
58988,3,50,2.61,7,1,0,4,0.0
58989,3,50,2.49,7,1,0,3,0.0
58990,3,50,2.17,6,1,0,8,0.0
58991,3,50,2.38,13,1,0,4,0.0
58992,1,50,2.46,95,0,0,1,0.0
58993,1,50,2.56,93,0,0,4,0.0
58994,1,50,2.15,96,0,0,5,0.0
58995,1,50,2.19,100,0,0,8,0.0
58996,1,50,2.46,100,0,0,6,0.0
58997,1,50,2.56,98,0,0,5,0.0
58998,1,50,2.74,97,0,0,4,0.0
58999,1,50,2.37,97,0,0,3,0.0
59000,2,50,3.04,95,0,0,0,0.0
59001,2,50,3.87,93,0,0,0,0.0
59002,2,50,4.76,90,0,0,74,8880.0
59003,2,50,5.0,93,0,0,7,0.0
59004,2,50,5.0,96,0,1,96,5000.0
59005,2,50,5.0,100,0,0,6,0.0
